customerID,gender,SeniorCitizen,Age,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SupportCalls,SatisfactionScore,Churn
CUST-00155,Female,0,57,No,No,53,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-Month,No,Electronic Check,96.96,4998.43,0,3,No
CUST-00156,Male,0,24,No,Yes,50,No,No Phone Service,DSL,No,Yes,No,Yes,Yes,No,One Year,Yes,Electronic Check,58.83,3080.29,2,2,No
CUST-00157,Female,0,56,Yes,No,13,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,Two Year,Yes,Credit Card,93.92,1258.64,5,4,No
CUST-00158,Female,1,66,Yes,No,6,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Two Year,No,Bank Transfer,82.86,500.48,5,3,No
CUST-00159,Male,1,68,No,No,13,Yes,No,Fiber Optic,No,Yes,No,No,Yes,No,Month-to-Month,Yes,Credit Card,82.65,1046.18,1,5,Yes
CUST-00160,Female,0,37,Yes,No,18,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Electronic Check,72.36,1239.23,3,4,No
CUST-00161,Male,0,20,No,No,48,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two Year,Yes,Bank Transfer,68.78,3143.26,0,5,No
CUST-00162,Female,0,39,Yes,No,30,Yes,No,DSL,No,No,Yes,No,No,Yes,One Year,Yes,Electronic Check,54.89,1665.14,1,5,No
CUST-00163,Female,0,64,Yes,No,34,Yes,No,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Electronic Check,108.1,3499.65,0,5,No
CUST-00164,Female,0,21,Yes,No,47,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Mailed Check,32.07,1581.69,3,5,No
CUST-00165,Male,0,45,Yes,Yes,27,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Electronic Check,22.55,589.57,0,3,No
CUST-00166,Female,0,29,Yes,No,69,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,One Year,No,Electronic Check,115.91,8166.31,2,4,No
CUST-00167,Male,0,55,No,No,27,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,No,Electronic Check,92.87,2421,2,4,Yes
CUST-00168,Male,0,53,Yes,Yes,1,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Electronic Check,73.63,73.93,2,5,Yes
CUST-00169,Male,0,64,No,No,23,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,Two Year,Yes,Bank Transfer,109.04,2402.74,0,4,No
CUST-00170,Female,0,58,Yes,No,18,Yes,No,Fiber Optic,No,Yes,No,No,No,Yes,One Year,Yes,Mailed Check,88.37,1633.1,1,5,No
CUST-00171,Female,0,22,Yes,Yes,61,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Electronic Check,75.34,4634.77,0,5,No
CUST-00172,Male,1,82,Yes,No,69,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-Month,Yes,Electronic Check,63.6,4206.79,3,3,No
CUST-00173,Female,0,40,No,No,17,No,No Phone Service,Fiber Optic,No,No,No,Yes,No,Yes,One Year,No,Electronic Check,63.97,1125.4,2,2,No
CUST-00174,Male,0,47,Yes,No,26,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Transfer,69.92,1826.47,1,3,No
CUST-00175,Female,0,54,No,No,21,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Electronic Check,18,393.94,2,5,No
CUST-00176,Male,0,42,Yes,Yes,35,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,No,Month-to-Month,No,Bank Transfer,92.14,3359.26,0,5,No
CUST-00177,Female,0,44,No,No,31,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-Month,No,Electronic Check,76.6,2474.45,1,4,No
CUST-00178,Male,0,31,Yes,Yes,18,Yes,No,Fiber Optic,No,Yes,No,No,No,Yes,One Year,Yes,Electronic Check,89.51,1543.15,3,5,No
CUST-00179,Female,0,64,No,Yes,1,Yes,No,Fiber Optic,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,105.3,101.31,3,2,No
CUST-00180,Male,0,53,No,No,1,Yes,No,DSL,No,No,No,No,No,No,One Year,No,Bank Transfer,48.7,,2,4,No
CUST-00181,Male,1,73,No,No,68,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,Month-to-Month,Yes,Electronic Check,104.39,7089.72,3,5,Yes
CUST-00182,Male,0,33,Yes,Yes,28,Yes,No,Fiber Optic,No,Yes,No,No,Yes,No,Month-to-Month,No,Credit Card,81.66,2226.62,1,5,Yes
CUST-00183,Female,0,39,Yes,No,14,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,Month-to-Month,Yes,Mailed Check,89.87,1292.11,4,2,No
CUST-00184,Female,1,76,Yes,No,67,Yes,No,DSL,Yes,No,No,No,No,No,Two Year,No,Credit Card,54.4,3558.89,1,5,No
CUST-00185,Male,0,38,No,No,5,Yes,No,DSL,No,No,No,No,No,No,Two Year,No,Bank Transfer,44.92,229.7,2,4,No
CUST-00186,Female,1,65,No,No,9,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Transfer,93.42,869.14,0,5,No
CUST-00187,Female,0,33,No,No,12,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,80.79,997.04,2,4,No
CUST-00188,Female,0,48,Yes,No,63,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,One Year,No,Electronic Check,71.54,4405.18,3,4,No
CUST-00189,Female,0,59,Yes,No,42,Yes,Yes,DSL,No,No,No,No,No,Yes,Two Year,Yes,Bank Transfer,72.72,3024.19,3,2,No
CUST-00190,Male,0,27,Yes,No,64,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Mailed Check,105.87,6716.9,5,3,Yes
CUST-00191,Male,0,49,No,No,16,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One Year,No,Electronic Check,83.37,1332.76,0,5,No
CUST-00192,Female,0,51,No,No,53,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Electronic Check,18,922.27,1,5,Yes
CUST-00193,Female,0,26,No,No,13,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Electronic Check,18,232.89,3,4,No
CUST-00194,Female,0,34,Yes,No,36,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Transfer,93.27,3361.34,2,5,No
CUST-00195,Male,0,28,No,No,3,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Mailed Check,28.79,86.64,0,5,No
CUST-00196,Male,1,81,No,No,63,No,No Phone Service,Fiber Optic,No,No,Yes,No,No,No,Month-to-Month,No,Mailed Check,51.19,3328.14,1,4,No
CUST-00197,Female,1,69,Yes,No,28,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Electronic Check,26.55,744.69,3,5,No
CUST-00198,Female,1,76,No,No,33,No,No Phone Service,Fiber Optic,No,No,Yes,No,Yes,No,One Year,Yes,Mailed Check,62.1,1994.13,6,1,No
CUST-00199,Female,0,34,No,No,18,Yes,No,Fiber Optic,No,No,No,No,No,No,One Year,No,Credit Card,68.4,1251.28,4,3,Yes
CUST-00200,Female,0,21,No,No,64,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,Month-to-Month,Yes,Mailed Check,90.64,5973.43,1,5,No
CUST-00201,Female,0,64,No,No,67,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,Two Year,No,Bank Transfer,89.96,5918.45,1,3,No
CUST-00202,Male,0,42,Yes,Yes,7,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Transfer,79.7,566.01,1,5,No
CUST-00203,Male,0,38,Yes,No,32,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Transfer,37.64,1161.95,2,5,No
CUST-00204,Female,0,54,No,No,37,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two Year,Yes,Mailed Check,83.87,3054.14,0,5,No
CUST-00205,Female,0,55,Yes,No,18,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,84.79,1588.68,1,4,No
CUST-00206,Male,0,18,No,No,27,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-Month,Yes,Mailed Check,83.45,2345.82,1,4,No
CUST-00207,Male,0,42,No,No,45,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,58.64,2658.68,1,5,No
CUST-00208,Female,0,53,No,No,68,Yes,No,Fiber Optic,No,No,No,No,No,No,Two Year,Yes,Electronic Check,62.85,4360.28,4,2,No
CUST-00209,Male,0,34,No,No,4,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Electronic Check,83.22,344.66,1,5,No
CUST-00210,Male,1,71,Yes,Yes,26,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Electronic Check,120,3263.07,4,1,No
CUST-00211,Female,0,41,Yes,No,17,Yes,No,Fiber Optic,No,No,No,No,Yes,No,One Year,Yes,Credit Card,68.74,1167.4,2,3,No
CUST-00212,Female,0,19,Yes,No,16,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,79.8,1284.66,3,4,No
CUST-00213,Female,0,57,Yes,No,17,No,No Phone Service,Fiber Optic,No,Yes,Yes,No,No,Yes,One Year,No,Electronic Check,78.32,1320.21,2,3,No
CUST-00214,Male,0,32,Yes,No,70,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Electronic Check,117.04,7842.13,0,5,No
CUST-00215,Female,0,49,Yes,Yes,10,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,23,228.22,3,4,No
CUST-00216,Male,0,56,No,No,65,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,91.78,6139.08,4,3,No
CUST-00217,Male,0,23,No,No,59,Yes,Yes,DSL,Yes,No,No,No,No,No,Two Year,No,Mailed Check,64,3891.12,1,2,Yes
CUST-00218,Female,0,18,Yes,No,21,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-Month,No,Bank Transfer,63.22,1379.71,2,5,No
CUST-00219,Female,0,64,Yes,Yes,49,Yes,No,DSL,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,55.18,2582.54,0,4,No
CUST-00220,Female,0,40,No,No,38,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,91.78,3497.11,0,5,Yes
CUST-00221,Female,1,67,Yes,No,4,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card,86.35,331.84,1,4,No
CUST-00222,Female,0,34,Yes,No,55,Yes,No,Fiber Optic,No,Yes,No,No,No,No,Month-to-Month,No,Electronic Check,71.66,3823.35,1,5,No
CUST-00223,Male,0,51,Yes,No,51,Yes,No,Fiber Optic,No,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,87.92,4663.37,5,3,Yes
CUST-00224,Male,1,78,No,No,54,Yes,No,Fiber Optic,No,Yes,No,No,No,Yes,One Year,Yes,Mailed Check,87.8,4739.68,4,3,No
CUST-00225,Male,0,46,Yes,Yes,28,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,81.6,2343.87,0,3,No
CUST-00226,Male,0,26,No,No,54,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Mailed Check,86.13,4448.41,1,5,No
CUST-00227,Female,0,30,Yes,No,62,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two Year,Yes,Mailed Check,92.55,5690.37,0,5,No
CUST-00228,Male,0,23,No,No,31,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Two Year,No,Electronic Check,88.63,2795.4,3,4,No
CUST-00229,Female,1,73,Yes,No,32,No,No Phone Service,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,63.95,1971.38,2,3,No
CUST-00230,Female,0,37,Yes,Yes,63,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Electronic Check,18,1114.25,1,4,Yes
CUST-00231,Female,1,77,No,No,9,No,No Phone Service,Fiber Optic,No,No,No,Yes,No,Yes,One Year,Yes,Electronic Check,74.6,642.16,2,3,Yes
CUST-00232,Female,0,34,No,No,4,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Electronic Check,60.79,246.84,2,2,Yes
CUST-00233,Female,0,29,No,Yes,70,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-Month,Yes,Bank Transfer,72.35,5302.98,0,4,Yes
CUST-00234,Male,0,64,No,No,10,No,No Phone Service,Fiber Optic,No,Yes,No,No,Yes,Yes,One Year,No,Mailed Check,80.76,834.01,1,5,No
CUST-00235,Male,0,62,No,No,20,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Transfer,73.03,1529.92,3,2,Yes
CUST-00236,Female,0,18,No,No,23,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Bank Transfer,81.08,1929.29,6,3,No
CUST-00237,Male,1,66,No,No,34,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Transfer,97.29,3425.35,5,4,Yes
CUST-00238,Male,0,20,Yes,No,42,No,No Phone Service,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,83.5,3534.07,3,5,No
CUST-00239,Female,1,70,Yes,Yes,68,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Month-to-Month,Yes,Mailed Check,86.16,5869.57,2,5,Yes
CUST-00240,Male,0,32,Yes,Yes,43,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,Two Year,No,Mailed Check,101.16,4309.1,4,2,Yes
CUST-00241,Female,1,68,No,No,29,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Transfer,88.73,2655.02,1,2,No
CUST-00242,Female,0,49,Yes,Yes,4,No,No Phone Service,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Mailed Check,18,69.71,1,5,No
CUST-00243,Female,0,49,Yes,Yes,33,Yes,No,Fiber Optic,No,No,Yes,No,Yes,No,Month-to-Month,No,Credit Card,79.93,2520.64,0,2,No
CUST-00244,Male,1,83,No,No,17,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card,18,319.71,1,4,No
CUST-00245,Male,0,35,No,No,20,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Electronic Check,24.7,469.49,1,5,No
CUST-00246,Female,0,36,No,No,2,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Electronic Check,18,37.72,1,4,No
CUST-00247,Male,0,60,Yes,No,9,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Transfer,18,165.71,2,5,Yes
CUST-00248,Female,0,52,No,No,5,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Electronic Check,104.47,513.39,5,3,Yes
CUST-00249,Female,1,78,Yes,No,72,Yes,No,Fiber Optic,No,Yes,No,No,Yes,No,Month-to-Month,No,Electronic Check,90.37,6635.35,4,3,No
CUST-00250,Female,0,31,Yes,No,39,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-Month,No,Credit Card,83.74,3369.67,1,5,Yes
CUST-00251,Male,0,50,Yes,Yes,45,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-Month,No,Electronic Check,92.24,4045.1,1,4,No
CUST-00252,Male,0,31,Yes,No,29,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,27.17,809.27,2,4,Yes
CUST-00253,Female,0,51,Yes,No,19,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Transfer,18.62,364.55,0,4,No
CUST-00254,Male,0,21,No,No,8,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Transfer,72.65,566.63,3,4,No
CUST-00255,Male,0,41,Yes,No,56,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,One Year,No,Electronic Check,106.25,5677.45,1,3,No
CUST-00256,Female,0,46,No,No,17,No,No Phone Service,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Electronic Check,56.99,940.16,1,5,No
CUST-00257,Female,0,36,No,No,58,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,72.77,4094.31,3,5,Yes
CUST-00258,Female,0,23,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-Month,Yes,Electronic Check,57.31,54.82,2,1,Yes
CUST-00259,Female,0,50,No,No,68,Yes,Yes,DSL,No,No,Yes,No,No,No,Two Year,No,Electronic Check,72.06,5010.83,2,2,No
CUST-00260,Male,0,57,Yes,No,21,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Electronic Check,18,373.46,1,3,No
CUST-00261,Female,0,36,No,No,38,No,No Phone Service,DSL,No,No,No,Yes,Yes,No,One Year,No,Electronic Check,41.26,1628.15,2,4,No
CUST-00262,Female,0,18,Yes,Yes,6,No,No Phone Service,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Electronic Check,18,105.32,3,3,Yes
CUST-00263,Male,0,22,Yes,No,43,Yes,No,DSL,No,No,No,No,No,No,Month-to-Month,Yes,Bank Transfer,51.56,2206.71,1,5,No
CUST-00264,Female,0,44,Yes,Yes,7,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Electronic Check,26.33,186.87,2,4,No
CUST-00265,Female,0,33,No,No,6,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-to-Month,No,Electronic Check,84.28,524.77,2,4,No
CUST-00266,Female,0,23,No,No,60,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Transfer,21.05,1266.11,1,5,No
CUST-00267,Female,0,57,Yes,Yes,12,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,68.71,814.09,0,4,Yes
CUST-00268,Female,0,30,No,No,50,Yes,No,Fiber Optic,No,No,Yes,Yes,Yes,No,One Year,No,Electronic Check,88.87,4606.58,2,3,Yes
CUST-00269,Male,0,52,No,Yes,22,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Electronic Check,85.8,1851.78,2,4,Yes
CUST-00270,Male,0,36,No,No,24,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Bank Transfer,18.53,426.02,4,3,No
CUST-00271,Female,0,29,No,No,15,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,85.27,1272.02,3,1,Yes
CUST-00272,Female,1,73,No,Yes,6,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Transfer,66.72,411.73,2,2,Yes
CUST-00273,Female,0,60,No,No,4,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,No,One Year,Yes,Bank Transfer,102.25,389.81,0,4,No
CUST-00274,Female,0,27,No,No,21,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-Month,No,Electronic Check,96.33,2040.3,0,4,No
CUST-00275,Female,0,42,Yes,Yes,7,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Mailed Check,38.71,273.53,2,3,No
CUST-00276,Female,0,37,Yes,Yes,57,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,One Year,Yes,Electronic Check,103.71,6164.8,0,5,No
CUST-00277,Female,0,48,Yes,No,30,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Transfer,94.17,2764.77,5,4,No
CUST-00278,Female,1,73,No,Yes,13,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Transfer,36.72,466.8,1,4,No
CUST-00279,Female,0,61,No,Yes,65,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,35.19,2273.74,1,5,No
CUST-00280,Female,0,40,Yes,Yes,1,No,No Phone Service,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Electronic Check,18,,0,4,No
CUST-00281,Female,0,19,No,No,28,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-to-Month,No,Electronic Check,103.54,2967.64,0,5,No
CUST-00282,Male,0,39,Yes,No,38,Yes,No,Fiber Optic,No,Yes,No,Yes,No,Yes,One Year,No,Mailed Check,103.33,3982.2,2,4,No
CUST-00283,Male,0,54,Yes,No,53,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Bank Transfer,85.94,4672.75,4,4,No
CUST-00284,Male,0,25,No,No,63,No,No Phone Service,DSL,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,33.51,2178.69,0,4,No
CUST-00285,Female,0,24,Yes,Yes,44,Yes,No,Fiber Optic,Yes,No,Yes,No,No,Yes,One Year,Yes,Electronic Check,88.09,4039.91,3,2,Yes
CUST-00286,Male,0,31,Yes,No,18,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Month-to-Month,No,Electronic Check,118.21,2113.08,1,5,No
CUST-00287,Male,0,20,No,No,17,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,119.01,2121.23,2,3,No
CUST-00288,Female,0,33,No,No,11,Yes,No,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Electronic Check,75.78,809.88,2,3,No
CUST-00289,Male,0,36,Yes,Yes,59,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,36.81,2218.35,1,3,No
CUST-00290,Female,0,35,No,No,27,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,One Year,Yes,Mailed Check,105.04,2845.73,3,4,No
CUST-00291,Male,0,33,No,Yes,8,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-Month,No,Credit Card,64.79,534.75,0,4,No
CUST-00292,Male,0,25,Yes,No,8,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Transfer,18,143.67,0,5,No
CUST-00293,Female,0,50,Yes,Yes,20,Yes,No,Fiber Optic,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Transfer,89.57,1842.26,0,4,Yes
CUST-00294,Male,0,29,No,No,64,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One Year,Yes,Electronic Check,73.94,4935.72,2,3,No
CUST-00295,Male,0,28,Yes,Yes,4,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Credit Card,34.65,141.82,1,5,Yes
CUST-00296,Female,0,22,No,Yes,14,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Electronic Check,18,258.96,1,4,Yes
CUST-00297,Female,0,44,No,No,47,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,One Year,Yes,Mailed Check,88.43,3976.32,1,5,No
CUST-00298,Male,0,29,No,No,22,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,One Year,No,Electronic Check,96.73,2065.27,2,4,No
CUST-00299,Female,0,34,Yes,No,3,Yes,No,Fiber Optic,No,No,Yes,No,Yes,No,Month-to-Month,No,Mailed Check,92.22,289.78,2,4,No
CUST-00300,Male,0,23,No,Yes,7,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Electronic Check,81.82,583.8,3,5,Yes
CUST-00301,Male,0,50,Yes,Yes,13,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-Month,Yes,Electronic Check,77.67,1015.91,1,4,No
CUST-00302,Female,1,65,Yes,No,61,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One Year,No,Credit Card,84.62,5093.16,3,5,No
CUST-00303,Female,0,45,Yes,Yes,50,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Electronic Check,116.06,5538.61,1,5,No
CUST-00304,Female,0,31,Yes,No,8,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,One Year,Yes,Bank Transfer,84.26,665.26,2,3,Yes
CUST-00305,Female,0,22,No,No,46,Yes,Yes,DSL,No,No,No,No,Yes,No,Two Year,Yes,Credit Card,71.61,3293.7,1,4,No
CUST-00306,Female,1,67,Yes,No,19,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One Year,Yes,Electronic Check,65.24,1203.79,0,4,No
CUST-00307,Female,0,58,Yes,Yes,69,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Transfer,106.51,7108.97,1,4,No
CUST-00308,Male,0,36,No,No,7,Yes,No,DSL,No,No,No,No,Yes,No,Two Year,No,Electronic Check,49.44,346.37,1,5,No
CUST-00309,Female,0,39,Yes,No,21,Yes,No,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Electronic Check,98.27,2081.4,2,1,No
CUST-00310,Male,0,22,No,Yes,50,No,No Phone Service,Fiber Optic,No,No,Yes,No,No,No,One Year,Yes,Mailed Check,57.7,2809.97,2,5,No
CUST-00311,Male,0,19,Yes,No,32,Yes,No,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,81.89,2643.38,1,3,No
CUST-00312,Male,1,79,No,No,30,No,No Phone Service,Fiber Optic,No,No,No,No,Yes,Yes,Two Year,Yes,Electronic Check,59.06,1842.73,4,2,No
CUST-00313,Male,0,64,No,No,33,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Transfer,85.85,2825.45,3,2,No
